"says","say","říkají","říkat","impf"," some says gal, some says girl – both 's right, like enough."," Někteří říkají holka a jiní děvče, ale myslím, že to vyjde na stejno."
"examined","examine","prohlíželi","prohlížet","impf"," The two men examined the handful of coins."," Muži si prohlíželi hrst penízků."
"found","find","našli","najít","pf"," They went about poking sticks into the sand, and when they found a soft place they went down on their knees and dug with their hands."," Šťouchali dřívky do písku, a když našli měkké místo, klekli si a hrabali rukama."
"poking","poke","hrabali","hrabat","impf"," They went about poking sticks into the sand, and when they found a soft place they went down on their knees and dug with their hands."," Šťouchali dřívky do písku, a když našli měkké místo, klekli si a hrabali rukama."
"dug","dig","hrabali","hrabat","impf"," They went about poking sticks into the sand, and when they found a soft place they went down on their knees and dug with their hands."," Šťouchali dřívky do písku, a když našli měkké místo, klekli si a hrabali rukama."
"found","find","nenašel","najít","pf"," You got into No. 2 and never found anything but whiskey."," "" Dostal ses do čísla dvě a nenašel jsi nic než kořalku."
"got","get","nedostal","dostat","pf"," and I knowed you had n't got the money becuz you 'd ' a ' got at me some way or other and told me even if you was mum to everybody else."," A taky jsem věděl, žes ty peníze nedostal, protože bys našel nějaký způsob, jak mi dát vědět, i kdybys to ostatním lidem zatajil."
"got","get","nedostal","dostat","pf"," and I knowed you had n't got the money becuz you 'd ' a ' got at me some way or other and told me even if you was mum to everybody else."," A taky jsem věděl, žes ty peníze nedostal, protože bys našel nějaký způsob, jak mi dát vědět, i kdybys to ostatním lidem zatajil."
"put","put","Položil","položit","pf"," He put his hand there and uttered this incantation impressively :"," Položil na ně ruku a obřadně pronesl zaříkadlo :"
"uttered","utter","pronesl","pronést","pf"," He put his hand there and uttered this incantation impressively :"," Položil na ně ruku a obřadně pronesl zaříkadlo :"
"come","come","nepřišlo","přijít","pf"," "" What has n't come here, come!"," "" Co tam nepřišlo, ať tam PŮJDE!"
"come","come","nepřišlo","přijít","pf"," "" What has n't come here, come!"," "" Co tam nepřišlo, ať tam PŮJDE!"
"come","come","PŮJDE","jít","impf"," "" What has n't come here, come!"," "" Co tam nepřišlo, ať tam PŮJDE!"
"come","come","PŮJDE","jít","impf"," "" What has n't come here, come!"," "" Co tam nepřišlo, ať tam PŮJDE!"
"stay","stay","ZŮSTANE","zůstat","pf"," What 's here, stay here! """," Co tam je, ať tam ZŮSTANE? """
"lay","lie","ležela","ležet","impf"," In it lay a marble."," Ve skrýši ležela kulička."
"said","say","řekl","říci","pf"," He scratched his head with a perplexed air, and said :"," Celý tumpachový si drbal hlavu a řekl :"
"die","die","umřít","umřít","pf"," Ah, if he could only die TEMPORARILY!"," Ach, kéž by jen mohl umřít NA CHVÍLI!"
"disappeared","disappear","zmizel","zmizet","pf"," What if he turned his back, now, and disappeared mysteriously?"," Co kdyby teď všeho nechal a kdyby záhadně zmizel?"
"detect","detect","objevil","objevit","pf"," This time he thought he could detect colicky symptoms, and he began to encourage them with considerable hope."," Tentokrát se mu zazdálo, že objevil příznaky koliky, a v blahé naději je začal pěstovat."
"began","begin","začal","začít","pf"," This time he thought he could detect colicky symptoms, and he began to encourage them with considerable hope."," Tentokrát se mu zazdálo, že objevil příznaky koliky, a v blahé naději je začal pěstovat."
"encourage","encourage","pěstovat","pěstovat","impf"," This time he thought he could detect colicky symptoms, and he began to encourage them with considerable hope."," Tentokrát se mu zazdálo, že objevil příznaky koliky, a v blahé naději je začal pěstovat."
"reflected","reflect","Přemýšlel","přemýšlet","impf"," He reflected further."," Přemýšlel dál."
"discovered","discover","objevil","objevit","pf"," Suddenly he discovered something."," Pojednou něco objevil."
"arrived","arrive","Nastala","nastat","pf"," There was another pause, and then the judge arrived and the sheriff proclaimed the opening of the court."," Nastala delší přestávka, pak se dostavil soudce a šerif prohlásil soud za zahájený."
"proclaimed","proclaim","prohlásil","prohlásit","pf"," There was another pause, and then the judge arrived and the sheriff proclaimed the opening of the court."," Nastala delší přestávka, pak se dostavil soudce a šerif prohlásil soud za zahájený."
"followed","follow","Následovalo","následovat","impf"," The usual whisperings among the lawyers and gathering together of papers followed."," Následovalo obvyklé šeptání právníků mezi sebou a rovnání papírů."
"found","find","našla","najít","pf"," ONE of the reasons why Tom 's mind had drifted away from its secret troubles was, that it had found a new and weighty matter to interest itself about."," JEDNÍM Z DŮVODŮ, proč začala Tomova mysl zapomínat na tajné soužení, bylo, že si našla nové, závažné téma."
"stopped","stop","přestala","přestat","pf"," Becky Thatcher had stopped coming to school."," Becky Thatcherová přestala docházet do školy."
"die","die","umřela","umřít","pf"," What if she should die!"," Co kdyby umřela!"
"got","get","dostali","dostat","pf"," When they had got to within five steps of the snorer, Tom stepped on a stick, and it broke with a sharp snap."," Když se dostali na pět kroků od spáče, Tom šlápl na kousek dřeva, které se zlomilo a zapraštělo."
"stepped","step","šlápl","šlápnout","pf"," When they had got to within five steps of the snorer, Tom stepped on a stick, and it broke with a sharp snap."," Když se dostali na pět kroků od spáče, Tom šlápl na kousek dřeva, které se zlomilo a zapraštělo."
"broke","break","zlomilo","zlomit","pf"," When they had got to within five steps of the snorer, Tom stepped on a stick, and it broke with a sharp snap."," Když se dostali na pět kroků od spáče, Tom šlápl na kousek dřeva, které se zlomilo a zapraštělo."
"moved","move","pohnul","pohnout","pf"," The boys ' hearts had stood still, and their hopes too, when the man moved, but their fears passed away now."," Když se muž pohnul, chlapcům se zastavila srdce - a také těla - ale už se nebáli."
"exclaimed","exclaim","zvolal","zvolat","pf"," "" By George, he HAS got something to tell, or he would n't act so! "" exclaimed the old man;"," "" Na mou věru, ten kluk něco ví, jinak by se tak nechoval! "" zvolal starý muž."
"tell","tell","nepoví","povědět","pf"," "" out with it and nobody here 'll ever tell, lad. """," "" Sem s tím, chlapče, a nikdo nikdy nic nepoví. """
"accompanied","accompany","nedoprovázel","doprovázet","impf"," Huck accompanied them no further."," Dál je už Huck nedoprovázel."
"hid","hide","Schoval","schovat","pf"," He hid behind a great bowlder and fell to listening."," Schoval se za balvan a naslouchal."
"listening","listen","naslouchal","naslouchat","impf"," He hid behind a great bowlder and fell to listening."," Schoval se za balvan a naslouchal."
"marked","mark","poznamenány","poznamenat","pf"," and a peculiarity that conspicuously marked and marred them was the inveterate and intolerable sermon that wagged its crippled tail at the end of each and every one of them."," Kompozice byly také poznamenány a hanobeny nepolepšitelným a nesnesitelným mravoučným kázáním, které na konci každého slohového cvičení vrtělo zmrzačeným ocáskem."
"put","put","položil","položit","pf"," one he rolled up and put in his jacket pocket, and the other he put in Joe 's hat and removed it to a little distance from the owner."," Jeden kus kůry smotal a strčil do kapsy kabátu, druhou kůru položil do Joeova klobouku, který odnesl kousek od jeho majitele."
"put","put","položil","položit","pf"," one he rolled up and put in his jacket pocket, and the other he put in Joe 's hat and removed it to a little distance from the owner."," Jeden kus kůry smotal a strčil do kapsy kabátu, druhou kůru položil do Joeova klobouku, který odnesl kousek od jeho majitele."
"put","put","dal","dát","pf"," And he also put into the hat certain schoolboy treasures of almost inestimable value - among them a lump of chalk, an India-rubber ball, three fishhooks, and one of that kind of marbles known as a "" sure ' nough crystal. """," Do klobouku dal rovněž několik drahocenných kusů své školácké klenotnice, kusy téměř nesmírné hodnoty - gumový míč, tři udice, kus křídy a kuličku převzácného druhu zvaného "" opravdický křišťál ""."
"do","do","dělat","dělat","impf"," Well, I do n't see why I ought n't to like it."," Nevím, proč bych to neměl dělat rád."
"put","put","postavilo","postavit","pf"," That put the thing in a new light."," Toto prohlášení postavilo věc do odlišného světla."
"stopped","stop","přestal","přestat","pf"," Ben stopped nibbling his apple."," Ben přestal okusovat jablko."
"found","find","nacházela","nacházet","impf"," Monday morning always found him so - because it began another week 's slow suffering in school."," Pondělní jitra ho vždycky nacházela v takovém rozpoložení, neboť zahajovala nový týden chronického školního utrpení."
"began","begin","zahajovala","zahajovat","impf"," Monday morning always found him so - because it began another week 's slow suffering in school."," Pondělní jitra ho vždycky nacházela v takovém rozpoložení, neboť zahajovala nový týden chronického školního utrpení."
"lay","lie","ležel","ležet","impf"," Tom lay thinking."," Tom ležel a uvažoval."
"thinking","think","uvažoval","uvažovat","impf"," Tom lay thinking."," Tom ležel a uvažoval."
"reached","reach","dosáhli","dosáhnout","pf"," Then at once they reached and hovered upon the imminent verge of sleep – but an intruder came, now, that would not "" down. """," Potom ihned dosáhli rozhraní spánku, ale zůstali na jeho krajíčku, neboť se přihrnul vetřelec, který se nedal odehnat."
"began","begin","Začali","začít","pf"," They began to feel a vague fear that they had been doing wrong to run away;"," Začali pociťovat neurčitý strach, že se útěkem z domu dopustili něčeho zlého."
