"allowed","allow","nesměla","smět","impf"," I did not know what to do that first Sunday I was not allowed to go home."," První neděli, kdy jsem nesměla jít domů, jsem nevěděla, co dělat."
"see","see","vidíš","vidět","impf"," ' He has a wooden box that you look in and - see things. '"," "" On má dřevěnou truhlu, do které se díváš a - vidíš věci. """
"want","want","nechtěla","chtít","impf"," She clearly did not want to talk about the box."," Zjevně o té truhle nechtěla mluvit."
"talk","talk","mluvit","mluvit","impf"," She clearly did not want to talk about the box."," Zjevně o té truhle nechtěla mluvit."
"broke","break","rozbila","rozbít","pf"," ' Young mistress broke it, and van Leeuwenhoek wo n't see her now."," "" Mladá paní ji rozbila a van Leeuwenhoek ji teď nechce ani vidět."
"see","see","vidět","vidět","impf"," ' Young mistress broke it, and van Leeuwenhoek wo n't see her now."," "" Mladá paní ji rozbila a van Leeuwenhoek ji teď nechce ani vidět."
"thinks","think","myslí","myslet","impf"," Perhaps he thinks she 'll knock over a painting! '"," Možná si myslí, že mu shodí obraz! """
"remained","remain","zůstala","zůstat","pf"," Throughout the preparations Catharina remained in bed with Franciscus, tended by the nurse, serene as a swan."," Po celou dobu příprav zůstala Catharina v posteli s Franciskem, o něhož pečovala chůva, a působila vznešeně jako labuť."
"tended","tend","pečovala","pečovat","impf"," Throughout the preparations Catharina remained in bed with Franciscus, tended by the nurse, serene as a swan."," Po celou dobu příprav zůstala Catharina v posteli s Franciskem, o něhož pečovala chůva, a působila vznešeně jako labuť."
"kept","keep","Držela","držet","impf"," I kept away from her."," Držela jsem se od ní stranou."
"preparing","prepare","připravovala","připravovat","impf"," ' This is how she would like the house to be every day, ' Tanneke grumbled to me as she was preparing jugged hare and I was boiling water to wash the windows with."," "" Takhle by sejí dům líbil každý den, "" zabručela ke mně Tanneke, zatímco připravovala dušeného zajíce a já jsem ohřívala vodu na mytí oken."
"wants","want","Chce","chtít","impf"," ' She wants everything to be in a state around her."," "" Chce, aby všechno kolem ní stálo v pozoru."
"questioned","question","Vyptával","vyptávat","impf"," He questioned me about the value of things in the house on the Oude Langendijck, of the pearls and mantle in the painting, of the pearl-encrusted jewellery box and what it held, of the number and size of paintings that hung on the walls."," Vyptával se mě na hodnotu věcí v domě na Oude Langendijck, na perly a kabátek na obraze, na perlami vykládanou šperkovnici i na to, co je v ní uloženo, na počet a velikost obrazů, jež visí na stěnách."
"hung","hang","visí","viset","impf"," He questioned me about the value of things in the house on the Oude Langendijck, of the pearls and mantle in the painting, of the pearl-encrusted jewellery box and what it held, of the number and size of paintings that hung on the walls."," Vyptával se mě na hodnotu věcí v domě na Oude Langendijck, na perly a kabátek na obraze, na perlami vykládanou šperkovnici i na to, co je v ní uloženo, na počet a velikost obrazů, jež visí na stěnách."
"tell","tell","neřekla","říci","pf"," I did not tell him much."," Moc jsem mu toho neřekla."
"think","think","myslím","myslet","impf"," I was sorry to think it of my own brother, but I feared his thoughts had turned to easier ways of making a living than as an apprentice in a tile factory."," Mrzelo mě, že si to o svém vlastním bratrovi myslím, ale bála jsem se, že jeho myšlenky směřují k snazším způsobům získávání obživy než coby učeň v továrně na kachle."
"recognised","recognise","Poznala","poznat","pf"," I recognised the name as the patron my father had mentioned."," Poznala jsem jméno mecenáše, o němž se zmínil můj otec."
"mentioned","mention","zmínil","zmínit","pf"," I recognised the name as the patron my father had mentioned."," Poznala jsem jméno mecenáše, o němž se zmínil můj otec."
"makes","make","učinil","učinit","pf"," ' She 's not beautiful but he makes her so, ' she added."," "" Není krásná, ale on ji krásnou učinil, "" dodala."
"added","add","dodala","dodat","pf"," ' She 's not beautiful but he makes her so, ' she added."," "" Není krásná, ale on ji krásnou učinil, "" dodala."
"fetch","fetch","Vynese","vynést","pf"," ' It will fetch a good price. '"," "" Vynese to dobrou cenu. """
"see","see","vidět","vidět","impf"," Because it was the first painting of his I was to see, I always remembered it better than the others, even those I saw grow from the first layer of underpaint to the final highlights."," Vzhledem k tomu, že tohle byl první z jeho obrazů, které jsem měla vidět, vždycky jsem si ho pamatovala lépe než ostatní, i když ty druhé jsem viděla vznikat od první vrstvy podkladové malby až k posledním tahům štětcem."
"saw","see","vidět","vidět","impf"," Because it was the first painting of his I was to see, I always remembered it better than the others, even those I saw grow from the first layer of underpaint to the final highlights."," Vzhledem k tomu, že tohle byl první z jeho obrazů, které jsem měla vidět, vždycky jsem si ho pamatovala lépe než ostatní, i když ty druhé jsem viděla vznikat od první vrstvy podkladové malby až k posledním tahům štětcem."
"remembered","remember","pamatovala","pamatovat","impf"," Because it was the first painting of his I was to see, I always remembered it better than the others, even those I saw grow from the first layer of underpaint to the final highlights."," Vzhledem k tomu, že tohle byl první z jeho obrazů, které jsem měla vidět, vždycky jsem si ho pamatovala lépe než ostatní, i když ty druhé jsem viděla vznikat od první vrstvy podkladové malby až k posledním tahům štětcem."
"see","see","viděla","vidět","impf"," Because it was the first painting of his I was to see, I always remembered it better than the others, even those I saw grow from the first layer of underpaint to the final highlights."," Vzhledem k tomu, že tohle byl první z jeho obrazů, které jsem měla vidět, vždycky jsem si ho pamatovala lépe než ostatní, i když ty druhé jsem viděla vznikat od první vrstvy podkladové malby až k posledním tahům štětcem."
"saw","see","viděla","vidět","impf"," Because it was the first painting of his I was to see, I always remembered it better than the others, even those I saw grow from the first layer of underpaint to the final highlights."," Vzhledem k tomu, že tohle byl první z jeho obrazů, které jsem měla vidět, vždycky jsem si ho pamatovala lépe než ostatní, i když ty druhé jsem viděla vznikat od první vrstvy podkladové malby až k posledním tahům štětcem."
"own","own","vlastnila","vlastnit","impf"," I would never be rich enough to own such a comb."," Nikdy nebudu dost bohatá, abych takový hřeben vlastnila."
"asked","ask","žádal","žádat","impf"," All the other things he had asked of me I was able to do while cleaning or running errands."," Všechny ostatní věci, jež po mně žádal, jsem dokázala zvládnout při uklízení nebo obstarávání pochůzek."
"arrived","arrive","dorazily","dorazit","pf"," When we arrived at the butcher 's stall and Pieter the son was not there, my eyes unexpectedly filled with tears."," Když jsme dorazily k řezníkově stánku a Pieter mladší tam nebyl, oči se mi nečekaně zalily slzami."
"wanted","want","toužila","toužit","impf"," I had not realised that I had wanted to see his kind, handsome face."," Ani jsem si neuvědomila, jak jsem toužila spatřit jeho laskavou, hezkou tvář."
"see","see","spatřit","spatřit","pf"," I had not realised that I had wanted to see his kind, handsome face."," Ani jsem si neuvědomila, jak jsem toužila spatřit jeho laskavou, hezkou tvář."
"felt","feel","cítila","cítit","impf"," Confused as I felt about him, he was my escape, my reminder that there was another world I could join."," Jakkoli jsem vůči němu cítila zmatek, představoval pro mě únik, připomínku toho, že existuje jiný svět, do něhož mohu vstoupit."
"join","join","vstoupit","vstoupit","pf"," Confused as I felt about him, he was my escape, my reminder that there was another world I could join."," Jakkoli jsem vůči němu cítila zmatek, představoval pro mě únik, připomínku toho, že existuje jiný svět, do něhož mohu vstoupit."
"looked","look","dívali","dívat","impf"," Perhaps I was not so different from my parents, who looked on him to save them, to put meat on their table."," Možná jsem se ani příliš nelišila od svých rodičů, kteří se na něho dívali jako na zachránce, jenž jim dá na stůl maso."
"put","put","dá","dát","pf"," Perhaps I was not so different from my parents, who looked on him to save them, to put meat on their table."," Možná jsem se ani příliš nelišila od svých rodičů, kteří se na něho dívali jako na zachránce, jenž jim dá na stůl maso."
"delighted","delight","potěšily","potěšit","pf"," Pieter the father was delighted by my tears."," Pietera staršího moje slzy potěšily."
"come","come","přijde","přijít","pf"," He 'll come soon to see how you 've done. '"," On se přijde brzy podívat, jak sis poradila. """
"see","see","přijde","přijít","pf"," He 'll come soon to see how you 've done. '"," On se přijde brzy podívat, jak sis poradila. """
"see","see","podívat","podívat","pf"," He 'll come soon to see how you 've done. '"," On se přijde brzy podívat, jak sis poradila. """
"looked","look","podívala","podívat","pf"," I looked at the painting one last time, but by studying it so hard I felt something slip away."," Naposledy jsem se podívala na obraz, měla jsem však pocit, že při jeho usilovném zkoumání mi cosi uniká."
"see","see","pozorovat","pozorovat","impf"," It was like looking at a star in the night sky - if I looked at one directly I could barely see it, but if I looked from the corner of my eye it became much brighter."," Bylo to jako pozorovat hvězdu na noční obloze - zadívala - li jsem se na jednu přímo, sotva jsem ji viděla, ale jakmile jsem na ni pohlédla jen koutkem oka, stala se mnohem jasnější."
"see","see","viděla","vidět","impf"," It was like looking at a star in the night sky - if I looked at one directly I could barely see it, but if I looked from the corner of my eye it became much brighter."," Bylo to jako pozorovat hvězdu na noční obloze - zadívala - li jsem se na jednu přímo, sotva jsem ji viděla, ale jakmile jsem na ni pohlédla jen koutkem oka, stala se mnohem jasnější."
