"close","close","zavřít","zavřít","pf"," I have to close the hatch behind us. '"," Musím za námi zavřít příklop. """
"holding","hold","svíral","svírat","impf"," I noticed that I was holding the gas pistol;"," V pravici jsem svíral plynovou pistoli."
"understand","understand","pochopit","pochopit","pf"," Such a response would have been more cruelty than revenge, since it would have meant destroying what we did not understand."," Mělo to být vlastně něco ještě krutějšího než pomsta : zničení něčeho jen proto, že to nedovedeme pochopit."
"maintain","maintain","udržovat","udržovat","impf"," When I reached 100 feet it became very difficult to maintain altitude because of the violent gusts of wind inside the cone."," Když jsem sestoupil na třicet metrů, dala se výška udržovat jen stěží, protože v onom kruhovitém prostoru bez mlhy vanul nárazový vítr."
"look","look","nevyhlížel","vyhlížet","impf"," I had to hang on to the controls and for a short period - about ten or fifteen minutes - I did not look outside."," Musel jsem všechnu svou pozornost věnovat řízení a proto jsem nějakou dobu - snad 10 nebo 15 minut - nevyhlížel z kabiny."
"take","take","dostat","dostat","pf"," You can take off, intercept, and find out what happened to the passenger ... '"," Můžeš vzlétnout, dostat se na její oběžnou dráhu, přiblížit se k ní a ověřit si, co se stalo s ... pasažérkou ... """
"think","think","Myslíš","myslet","impf"," ' You think so?"," "" Myslíš?"
"remove","remove","odložil","odložit","pf"," Deterred by the confused idea that I was depriving myself of a shield, I could not bring myself to remove it."," Nemohl jsem se nějak rozhodnout k tomu, abych skafandr odložil, měl jsem pocit, že se tím stanu bezbranným."
"moving","move","pohyboval","pohybovat","impf"," The whole of this floating town canted to one side or another like a foundering ship, pitched and turned slowly, and the sun cast continually moving shadows, which crept among the ruined alleys."," Celý ten ostrov - město, nakloněný těžce k jedné straně jako napůl potopený koráb, pohyboval se kupředu neúčelným, netečným pohybem a přitom se velmi pomalu otáčel, o čemž svědčil zdánlivý pohyb slunce na obloze a líný posun stínů v zákoutích trosek."
"turned","turn","otáčel","otáčet","impf"," The whole of this floating town canted to one side or another like a foundering ship, pitched and turned slowly, and the sun cast continually moving shadows, which crept among the ruined alleys."," Celý ten ostrov - město, nakloněný těžce k jedné straně jako napůl potopený koráb, pohyboval se kupředu neúčelným, netečným pohybem a přitom se velmi pomalu otáčel, o čemž svědčil zdánlivý pohyb slunce na obloze a líný posun stínů v zákoutích trosek."
"led","lead","vedou","vést","impf"," when I reached a short aluminium stairway, I knew where it led."," Věděl jsem, kam vedou hliníkové schody."
"switched","switch","Zhasl","zhasnout","pf"," I switched the lights off and returned to the lower deck."," Zhasl jsem světlo a vrátil se dolů."
"returned","return","vrátil","vrátit","pf"," I switched the lights off and returned to the lower deck."," Zhasl jsem světlo a vrátil se dolů."
"looking","look","díváš","dívat","impf"," Why are you looking at me like that?"," Proč se tak díváš?"
"expect","expect","nečekal","čekat","impf"," ' What do you mean, you did n't expect to see me?"," "" Jak to, žes mě nečekal?"
"call","call","nazval","nazvat","pf"," ' I 'd rather call the second idea "" Operation Slaughterhouse "". '"," "" Já bych ho nazval spíše ' Jatky ', "" řekl jsem pomalu."
"took","take","trvají","trvat","impf"," ( This pulsation is invisible to the naked eye, and was only discovered after close examination of rapid-motion film of the mimoid, which revealed that each ' beat ' took two hours. )"," Tuto pulsaci nelze ostatně postřehnout pouhým okem, její rytmus, jednotlivé fáze "" kmitu "" trvají déle než dvě hodiny a odhalily je teprve speciální filmové záběry."
"discovered","discover","odhalily","odhalit","pf"," ( This pulsation is invisible to the naked eye, and was only discovered after close examination of rapid-motion film of the mimoid, which revealed that each ' beat ' took two hours. )"," Tuto pulsaci nelze ostatně postřehnout pouhým okem, její rytmus, jednotlivé fáze "" kmitu "" trvají déle než dvě hodiny a odhalily je teprve speciální filmové záběry."
"revealed","reveal","odhalily","odhalit","pf"," ( This pulsation is invisible to the naked eye, and was only discovered after close examination of rapid-motion film of the mimoid, which revealed that each ' beat ' took two hours. )"," Tuto pulsaci nelze ostatně postřehnout pouhým okem, její rytmus, jednotlivé fáze "" kmitu "" trvají déle než dvě hodiny a odhalily je teprve speciální filmové záběry."
"want","want","chci","chtít","impf"," If I want her to disappear, will it happen?"," Zda chci, aby zmizela, zahynula?"
"disappear","disappear","zmizela","zmizet","pf"," If I want her to disappear, will it happen?"," Zda chci, aby zmizela, zahynula?"
"looking","look","pohlédla","pohlédnout","pf"," Rheya was looking at me again."," Harey na mne pohlédla."
"realized","realize","Pochopil","pochopit","pf"," I realized that, in my excitement, I had almost shouted the last words."," Pochopil jsem, že jsem se dal příliš unést, poslední slovo jsem téměř vykřikl."
"shouted","shout","vykřikl","vykřiknout","pf"," I realized that, in my excitement, I had almost shouted the last words."," Pochopil jsem, že jsem se dal příliš unést, poslední slovo jsem téměř vykřikl."
"closed","close","zavřel","zavřít","pf"," Calmer, I settled myself on my uncomfortable perch and closed my eyes."," Když jsem ochladl, shrbil jsem se na své nepohodlné židličce a zavřel oči."
"behaved","behave","Chovala","chovat","impf"," I behaved like a lunatic."," Chovala jsem se, jako bych měla o kolečko víc."
"want","want","nechceš","chtít","impf"," It even occurred to me that I might have been ill and you did n't want to tell me."," A dokonce jsem si myslila, že jsem byla nemocná, jenomže ty mi to nechceš říct."
"tell","tell","říct","říci","pf"," It even occurred to me that I might have been ill and you did n't want to tell me."," A dokonce jsem si myslila, že jsem byla nemocná, jenomže ty mi to nechceš říct."
"grown","grow","vyrostl","vyrůst","pf"," A flower had grown out of the ocean, and its calyx was moulded to my fingers."," Vypadalo to, jako by z oceánu vyrostl tažný květ, jehož kalich obrostl mou dlaň a stal se Jejím přesným, i když nepřiléhajícím negativem."
"repeated","repeat","Opakoval","opakovat","impf"," I repeated the game several times, until - as the first experimenter had observed - a wave arrived which avoided me indifferently, as if bored with a too familiar sensation."," Opakoval jsem tu hru tak dlouho, až konečně - tak jako před sto lety - jedna, kdovíkolikátá už vlna se lhostejně odvalila, jako by už byla sytá nového dojmu;"
"decided","decide","rozhodl","rozhodnout","pf"," I decided to investigate every clearing I came across along my route."," Proto jsem se rozhodl, že sestoupím pokud možno do nejvíce trychtýřů v mlze."
"found","find","najít","najít","pf"," I began to search through the books once more, but THE LITTLE APOCRYPHA was not to be found."," Pustil jsem se podruhé do přehazování knih, ale "" Malý apokryf "" se mi nepodařilo najít."
"exhausted","exhaust","unaven","unavit","pf"," I was growing more and more exhausted and left the room, having decided to postpone the search until the following day."," Byl jsem už hodně unaven, a tak jsem další hledání odložil na zítřek a opustil Gibarianův pokoj."
"postpone","postpone","odložil","odložit","pf"," I was growing more and more exhausted and left the room, having decided to postpone the search until the following day."," Byl jsem už hodně unaven, a tak jsem další hledání odložil na zítřek a opustil Gibarianův pokoj."
"left","leave","opustil","opustit","pf"," I was growing more and more exhausted and left the room, having decided to postpone the search until the following day."," Byl jsem už hodně unaven, a tak jsem další hledání odložil na zítřek a opustil Gibarianův pokoj."
"see","see","vidět","vidět","impf"," I decided to go up and see him."," Rozhodně ho musím vidět, řekl jsem si."
"count","count","Počítám","počítat","impf"," I 'll count up to ten."," Počítám do desíti."
"regretted","regret","litoval","litovat","impf"," I regretted not having caught a glimpse of the PROMETHEUS, but the ship must have been out of sight by the time the automatic controls had raised the shutter of my porthole."," litoval jsem, že se mi nepodařilo spatřit Prométhea - byl už asi mimo dosah viditelnosti, když automatické zařízení otevřelo průzor."
"looking","look","hleděl","hledět","impf"," Then his face appeared, looking gravely down into my eyes."," Pojednou jsem ho uviděl před sebou, hleděl mi do očí, pozorný, nahrbený."
"driving","drive","míříš","mířit","impf"," What are you driving at?"," Kam míříš?"
"exists","exist","existuje","existovat","impf"," It succeeded in re-creating a human being who exists only in my memory, and so accurately that her eyes, her gestures, her voice ... '"," Jestliže dovede oživit, stvořit člověka, který existuje jen v mé paměti, a to tak, že její oči, pohyby, její hlas ... hlas ... """
"spotted","spot","objevila","objevit","pf"," The rescue teams were returning to base when the hovercraft was spotted by a flitter, barely twenty-four miles from the command-ship."," Teprve při návratu na základnu objevila jedna ze záchranných skupin aeromobil ve vzdálenosti sotva 80 mil od břehu."
"running","run","pracoval","pracovat","impf"," The engine was running and the machine, at first sight undamaged, was hovering above the waves."," Motor pracoval a stroj se nepoškozen vznášel nad vlnami."
"possess","possess","nemá","mít","impf"," It did not possess a nervous system ( to go on with the inventory of ' negative knowledge ' ) or cells, and its structure was not proteiform."," Oceán nemá - pokračuji ve výčtu našich "" negativních znalostí "" - ani nervový, ani buněčný systém, ani žádnou strukturu, která by nějak připomínala bílkoviny;"
